song_id,song_title,artist_name,lyrics_clean,release_date,sexist_prob,is_sexist
63d930f4-022f-4212-bf8f-ff3e6b343b13,Banger Spieler Atzen Dealer,DJ Reckless,banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila reckless mein name bass ohne gnade pushe heiße ware ich mache das bare yeah stell mir bеsser keine fragеn scheine sind lila digga schreibe schwarze zahlen mache schnelles cash mit dem mega mega bass die nutten lieben es und neider schieben hass yo yo du weißt genau dass der scheiß bangt shababs gehen bis der club abbrennt corner an der avenue tempelhofer damm wo die jungs im viertel hängen und die schwarzen benzers fahren bin kein gangster nein nur ein atze im kiez der das widerspiegelt was man auf der straße so sieht chromfelgen glänzen bei nacht geschäfte werden gemacht treffpunkt albuintanke business läuft gut bruder danke banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila in dieser stadt geht es um gewalt und cash fiftyfifty bist du fake oder echt bares geld in der unterwelt dicke potte in der tasche ist alles was zählt 7eleven würfelspiel an der mauer sig sauer neun millimeter power mercedesstern glänzt im licht goldkette hat gewicht triff mich im bezirk tempelhof am chillen banger machen action hauen dealer pushen pillen crystal meth kokain crocodile heroin flakka flakka hauptsache geld verdienen alles was du brauchst gar kein problem wenn du was willst dann musst dus dir nehmen jeden tag geht der hustle wieder los kleine kapseln aber risiko groß banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila banger spieler atzen dealer anzug von fila und das bare ist lila,,0.9111011028289795,1
1ff69cff-e495-4d76-9470-af5d73839bee,Wir Raven Weiter,DJ Reckless,wir raven weiter die leute sitzen traurig in ihrn scheiß verkackten buden zu hause weil die clubs zu haben wir raven weiter aber ist uns relativ latte denn wir raven weiter reckless und abfahrt wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir ravеn weiter weitеr wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter bomber das einmanndiscogeschwader mit 15 jahren war ich oympiakader dopingtest immer positiv willst du oben spieln musst du drogen ziehn ganz viel meine nasenscheidewand ist aus platin die kokaline zeckt wie wasabi sieben tage wach im laserlicht und pappen im rachen sind raverpflicht mit reckless auf der piste geht es immer nach vorn wir machen keine kompromisse technokinder des zorns aha berlin weiß ich bin ein mann vom fach ich bleibe wach solang die lila welle klatscht der stampft durchs land ein ewiger tanz wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter mc bomber ist auf acid dj reckless ist auf bass bass seit jahren am feiern wir haben den absprung verpasst oh je wir raven weiter ohne limit ohne pause nonstop drei tage wach mit substanzen in der brause acid techno und electro ist der sound auf dem wir surfen 808 und 303 die synapsen sind am twerken meine droge ist der bass so bin ich programmiert wir raven weiter bis jeder den verstand verliert wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter ouah reckless alter ick bin so drauf so drauf war ick noch nie alter wir raven weiter lass ma noch zur afterhour zu susanne in schöneberg dikka ouah wir raven weiter weiter weiter wir raven weiter weiter weiter wir raven weiter weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter wir raven weiter weiter weiter weiter weiter wir raven weiter weiter weiter weiter weiter wir raven weiter,2021-08-06,0.9995263814926147,1
a26fc63e-d1d8-4482-b82d-91e408aeb1f9,Hustle Non Stop,DJ Reckless,ough skinny finsta dj reckless ough frauenarzt es geht um tapes mane ich bin kein berliner nein doch kenne alle spieler ja skinny voyou finsta ist der untergrund tape dealer aha mafia mafia tapemafia boom boom kassettenhandel schwarz wie ein puma ough businesspartner ist der frauenarzt ah ja ruf mich an und frag mich ob du kaufen darfst brrrt wir haben gute gute gute gute gute los los beweg deinn arsch aus deiner bude mane ich grinde wie ein skater wrrm get buck aus dem weg player hater boom boom auch dj reckless ist ein kingpin oh ja triff uns im süden am fachsimpeln hustle non stop hustlehustle non stop es geht um tapes mane hustle non stop huhuhustle non stop es geht um tapes mane hustle non stop hustlehustle non stop es geht um tapes mane hustle non stop huhuhustle non stop es geht um tapes mane verticke tapes so wie crack deine mutter meine ex skinny finsta und der mac deine nutte mein geschäft dj reckless regelt dinge mit dem finger an dem regler wickelt bitches um den finger wie ein sexualstraftäter skrrt statt mich zu rasieren nutze ich die zeit lieber um geld zu verdienen hussle non stop mache gold mit atzenkopp push den untergrund vom block bis mir mal der atem stoppt yeah burn wir ziehn das durch bis zum tod bis aufs blut wenn du willst wenn ich will wirst du gekillt bitches lieben dicke fette harte rapperschwänze deshalb rapp ich wie ein gangsta und geb tapes in sammlerhände yeah hustle non stop hustlehustle non stop es geht um tapes mane hustle non stop huhuhustle non stop es geht um tapes mane hustle non stop hustlehustle non stop es geht um tapes mane hustle non stop huhuhustle non stop es geht um tapes mane es geht um tapes mann ough es geht um tapes mann ough,2019-07-05,0.9510142803192139,1
285e3039-1e60-4c8a-ac39-250c51db9267,Tittenparadies,DJ Reckless,wat ist denn hier los reckless reckless überall titten das kann doch wohl nicht wahr sein ist ja wie im paradies hier uhh wir sind im tittenparadies tittenparadies tttittenparadies uh uhh wir sind im tittenparadies tittenparadies tttittenparadies reckless gibt den bass am mikro steht der onkel jede geile bitch von pberg bis pankow shakt jetzt ihre fotze die ärsche rund die luft ist dick kurz in den mund dann tittenfick egal ob natur ob silikon alle titten kenn ich schon yo bomber one der prollo dampft mit seinem volvo direkt ins laufhaus ich bin auf fraunschau und zeig meinen pollo die erste sau beißt an sie sagt ihr name sei jaqueline auf ihre riesentitten leg ich mir erstmal ne linie reckless reckless dj reckless reckless bomber bomber mc bomber bomber uhh wir sind im tittenparadies tittenparadies tttittenparadies uh uhh wir sind im tittenparadies tittenparadies tttittenparadies toys fehlt die potenz verklemmte emorapper ich hab bock auf busen und chill ab im eroscenter scheißegal ob schwabbel oder pralle titten sind titten ich liebe sie alle die hand geht richtung dekolleté t zum i zum tte egal ob schwarz weiß rot oder blau mann ist mann frau ist frau  genau titten titten titten titten titten titten titten es ist wie im paradies denn alle sind am strippen reckless reckless dj reckless reckless bomber bomber mc bomber bomber es ist gangbangzeit eintritt frei uschis und muschis oberkörperfrei die ärsche wackeln der bass kickt mies herzlich willkommen im tittenparadies uhh wir sind im tittenparadies tittenparadies tttittenparadies uh uhh wir sind im tittenparadies tittenparadies tttittenparadies tittenparadies tittenparadies hammerkörper in bikinis tanzen wild zu recklessbeats tittenparadies tittenparadies hammerkörper in bikinis tanzen wild zu recklessbeats,2020-03-27,0.936974287033081,1
e5be7d09-6024-4ff0-bf1c-9f40689f43de,"Chrom, Schwarz, Fatcap",DJ Reckless,chrom meine lieblingsfarbe schwarz wie die nacht fatcap aufgesetzt jetzt wird alles vollgetagt chrom herrlich bunt schwarz jawoll fatcap wir vernebeln den waggon chrom schwarz fatcap vernebeln den waggon ich tret die scheiben raus dann ist ruhe im karton chrom schwarz fatcap vernebeln den verstand ich sprüh alles voll deutschland ist ein freies land chrom und hitzerot wir bomben nur mit fatcap hab ich bock auf bunte farben nehm ich lieber acid meine homies von der tck malen die besten wholes der welt aber ich bleib lieber primitiver schmierer und verteile schellen tbr sechsundvierzigers tlszerstörers berlin flavour evergreens immer geil wie döner du schwuler sitzt zuhause und glotzt fußball is ja super nix gegen schwuletten aber ick bomb lieber ubahn chrom schwarz fatcap vernebeln den waggon ich tret die scheiben raus dann ist ruhe im karton chrom schwarz fatcap vernebeln den verstand ich sprüh alles voll deutschland ist ein freies land jeder meiner homies hält vorm richter seine schnauze es sind tausend jahre stahlgewitter bomben ohne pause alles anarchisten das gewissen rein wie mönche schmiers stecks und suff möschen und bömbchen die dbsicherheit macht nen sheriff im abteil scheiß egal bewirf den dennis mit nem stein zur falschen zeit am falschen ort tut uns leid herr kommissar ja je suis bomber ciao ihr trottel on y va chrom schwarz fatcap vernebeln den waggon ich tret die scheiben raus dann ist ruhe im karton chrom schwarz fatcap vernebeln den verstand ich sprüh alles voll deutschland ist ein freies land chrom meine lieblingsfarbe schwarz wie die nacht fatcap aufgesetzt jetzt wird alles vollgetagt chrom herrlich bunt schwarz jaaawoll fatcap wir vernebeln den waggon chrom und schwarz und fatcaptags 1aspitzenklasse wie lesbensex langeweile lange nächte und nix zu tun darum schmieren wir alles voll für ein bisschen ruhm haha chrom schwarz fatcap vernebeln den waggon ich tret die scheiben raus dann ist ruhe im karton chrom schwarz fatcap vernebeln den verstand ich sprüh alles voll deutschland ist ein freies land chrom schwarz fatcap dann ist ruhe im karton,2020-03-27,0.9835593104362488,1
5a9f02b0-eef0-4a3c-832e-573de9268a29,Acid Bass & Zappeln,DJ Reckless,langeweile kurze geduldsschnurr ohne bier bin ich sonst die geduld pur heute nicht stänkerlaune männerlaune kein bock auf männerlaune ärgerlaune ihr macht n harten ich bin härter heute vielleicht auch nicht wir werden sehen die letzte pflicht heißt sterben gehen im jenseits,2020-03-27,0.9973777532577515,1
acb00ea5-0bc7-45a3-aea6-cec5a99c8040,Berlin bleibt Nummer 1,DJ Reckless,berlin wie der stress gibt oder alle sind besoffen unter drogen berlin mehr drogen und freundliche internationale bevölkerung berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit du erzählst du quälst mitm bunsenbrenner erzähl kein unsinn penner du bist ein tuntenkenner und genießer ist nicht schlimm genieß es aber bitte bleib real bitch rap mal mit autotune gib dir keine mühe mehr mcs aus deutschland sind lügner sie wären gern drake alles ist fake kinder ihr müsst üben yeah digga du bist nur ein bauernbengel der kein deutsch lernt also geh und hilf deinem ziegenfickerpapa bei der heuernte verwahrloste penner die irgendwas stammeln da macht er vor irgendnem benzer auf hampelmann doch berlin bleibt aggressiv wie hornissennest berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit back to the oldschool kassettendeck vom prenzlauer berg bis zum nettelbeck du machstn harten auf deim mountainbike weil die kohle leider nicht fürn audi reicht der beat ballert wie optimus prime wir hacken im club die teile klein punchline gefickt mit bomber und tiger alte schule wie atari und amiga scheiß auf vodka ich will sauren apfel mach nicht auf banger mit deiner daunenjacke der stecher vom stammtisch tiger fickt amtlich cameltoe hunting ihr arsch wie ein pumpkin reckless feuert mit der 808 deutscher rap ist ne mülltonne gute nacht zieh mit bomber große lines berlin berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit so nach ner zeit fängts hier so also so bis um mitternacht 1 2 sind noch ganz normale menschen unterwegs aber danach kommen hier so verrückte leute und man sagt sich so ich will lieber nach hause berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit berlin bleibt nummer eins berlin bleibt nummer eins berlin bleibt nummer eins und bleibts auf alle zeit berlin,2020-03-27,0.9996604919433594,1
1f6f1c43-4e0a-40df-aa2f-2fbc7ede8a6b,Bleib Wach,DJ Reckless,bleib wach wach wach wach wach wach tagelang am zuppel die nase ist am brennen wieso geh ich nicht nach 40 stunden raven einfach pennen ich weißwarum weil ich ein raver bin ich such mir eine raverin klobekanntschaft angetanzt nach ner halben stunde ist sie an meim schwanz vielen dank für die guten gespräche ich steck mein thunfisch ins kretchen sie ist ein huriges mädchen huren sind eklig wach bleiben ist wichtig wach bleiben ist wichtig wenn wir feiern dann richtig drei tage später die atzen sind auf keta und noch immer scheinen reckless tiefe bässe durch den ether manche opfer werden durch schlafentzug dümmer meine wenigkeit wird durch schlafentzug jünger feeling wie 14 bock auf ärger amphetamine machen mich stärker pennen kommt von penner pyjamas sind für homos müdigkeit ist eine last wie der ring für frodo deine mutter trinkt kaffee morgens im büro ich habe technofrühschicht und fick bitches auf dem klo 7 tage wach im laserlicht raveroboter sterben nicht meine droge ist der bass so wurd ich programmiert wir raven weiter bis jeder den verstand verliert bleib wach wach wach wach wach wach bleib bleib bleib bleib wach wach wach wach wach wach,2020-03-27,0.9962007403373718,1
a6155440-3b86-4b6d-9aab-3ae95b6f68df,Kara,Beyazz,yeah kara meine clique und sie gibt top heh heh kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot beyazz ist mein name rote narben in der fresse ja exbitch ist zu mad weil ich keine interesse hab geh mir aus dem weg pussy shaved und ich lecke dran puder auf ihrm arsch gib mir mehr leg mir noch ne bahn ey komm ich mach dich rich und dafür reicht nur ein tag ja geb einn fuck auf klicks und ich piss auf deinn vertrag rauche im moonlight die chain glänzt im licht glut auf der haut doch ich merke nichts egal welche uhrzeit ich zeig kein gesicht zukunft verbaut doch ich scheiß auf dich das ist kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot rubberbands im hoodie und paar knolln dabei und ich bretter deine olle weil ich gern mit dir teil ich bin hier ich bin da doch mein kopf wird nicht frei baranov type beat keinen hunni zu zweit ey ich weiß dass der scheiß nicht gut tut bin raus guck death note naruto sad hoes in underwear blutrot sind da wenn endlich die flut kommt kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot kara meine clique und sie gibt top spritz ihr in die fresse  pah pah baby headshot keine reine weste und sie wolln nicht dass mein herz pocht herz pocht kara meine clique und sie gibt top headshot,2020-11-27,0.9964562058448792,1
9d38417e-20ec-4294-aba1-7c9d8b69dacd,Sailor Moon,Beyazz,meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls aber keine so wie du meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls abеr keine so wie du lеbe fast jeden tag und du kommst damit nicht klar meine lunge ist schon dunkler als mein zimmer in der nacht warum bin ich wieder wach teil mein ot nur mit dir sie vergisst alle ihre freunde weil sie sich grad verliert weil sie sich grad verliert hör ich auf mit dem scheiß meine jungs sind alle drauf ich nehm mir trotzdem die zeit ganze wohnung voller smoke heute komm ich nicht heim du weißt ich mach dich nur kaputt vielleicht solls einfach nicht sein meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls aber keine so wie du meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls aber keine so wie du big ass small waist und ein pretty face taten zeigen ihre worte die sind alle echt ob es echt bleibt weiß ich selber nicht aber was ich weiß dass sie nächtelang alleine ist weil ich nicht bei dir bin der scheiß der macht dich krank ich bin jung und mein leben fängt doch jetzt erst an ich weiß dass ich irgendwann zurückkomm für dich macht es keinn sinn wie ich lebe doch für mich schon meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls aber keine so wie du meine bitch sie ist bad und sieht aus wie sailor moon und sie rockt auch kein designer wie das andre mädchen tun meine bitch immer sad doch sie weiß ich hör ihr zu ja da draußen tausend girls aber keine so wie du,2021-08-13,0.9632499814033508,1
